Date,Temperature,Humidity,Rainfall,Wind_Speed,Location,Drought,Month_weather,Season_weather,pH,Nitrogen,Phosphorus,Potassium,Moisture,Month_soil,Season_soil,Soil_Moisture_Category,Weather_Soil_Combination,Month,State,Pest,Month_pest
2023-08-14,22.039682001549384,75.4962235036325,0.3737483568586897,12.921421468785931,California,0,8,Summer,6.8676994618277725,75.47003516213933,44.30377506704728,106.94751871150658,17.855211967974405,8,Summer,Very Dry,Very Dry_Cool,8,California,Corn Rootworm,8
2023-08-16,14.737030331473676,30.317676646856174,1.1042844263266436,15.214353180879495,California,0,8,Summer,6.127569800281127,7.598057433660788,52.72611120910029,214.74980876350617,21.71237533381278,8,Summer,Dry,Dry_Cool,8,California,Japanese Beetle,8
2023-08-17,15.063855353452714,57.40490479452392,2.999189485804444,11.375854460598593,California,0,8,Summer,6.8473555000503525,80.3301697142443,53.27292598875949,294.3650062838078,26.753078859962265,8,Summer,Dry,Dry_Cool,8,California,Japanese Beetle,8
2023-08-20,31.24474372691486,58.76033651308628,0.7004666885551689,10.15492961448816,California,0,8,Summer,5.554858031537311,67.14369010173682,79.01642294294803,253.1082807094993,29.395368372185786,8,Summer,Dry,Dry_Hot,8,California,Armyworms,8
2023-08-20,31.24474372691486,58.76033651308628,0.7004666885551689,10.15492961448816,California,0,8,Summer,5.554858031537311,67.14369010173682,79.01642294294803,253.1082807094993,29.395368372185786,8,Summer,Dry,Dry_Hot,8,California,Cutworms,8
2023-08-21,14.074983975520889,37.6875303802551,0.2398467791575278,1.9345260652842853,California,0,8,Summer,6.606136890515586,8.607699459360452,73.73523096910375,298.1266589439354,24.4650686154122,8,Summer,Dry,Dry_Cool,8,California,Armyworms,8
2023-08-22,34.879617600848285,36.40454973917375,8.73550267128842,11.854045560603137,California,0,8,Summer,7.330671898050839,21.515427882905414,78.97197477160428,223.627415251542,11.327323267402896,8,Summer,Very Dry,Very Dry_Hot,8,California,Aphids,8
2023-08-23,25.5930658957869,51.81855935087846,7.519573600924526,18.96937311225035,California,0,8,Summer,5.834302607731535,65.54816472065879,85.20261918883138,236.5077364995121,27.23787792198561,8,Summer,Dry,Dry_Hot,8,California,Armyworms,8
2023-08-25,21.49658029702748,62.085830773435006,15.936449455359877,17.307695662918604,California,0,8,Summer,5.571557262685702,81.7589431183674,96.21545548290212,172.68811763943214,10.945490388987391,8,Summer,Very Dry,Very Dry_Cool,8,California,Armyworms,8
2023-08-25,21.49658029702748,62.085830773435006,15.936449455359877,17.307695662918604,California,0,8,Summer,5.571557262685702,81.7589431183674,96.21545548290212,172.68811763943214,10.945490388987391,8,Summer,Very Dry,Very Dry_Cool,8,California,Cutworms,8
2023-08-27,16.792741069170358,85.45685176873727,0.2951331583049093,10.64857789868612,California,0,8,Summer,6.729018367306632,9.59136274604402,68.11044668988553,242.3832114157844,37.66259110159369,8,Summer,Dry,Dry_Cool,8,California,Cutworms,8
2023-08-28,19.153386289496357,31.03683927142672,9.563697134766826,13.427674851562042,California,0,8,Summer,7.396163866976167,1.1370549036325284,38.58451912431531,100.56238521955493,39.56187705434667,8,Summer,Dry,Dry_Cool,8,California,Japanese Beetle,8
2023-08-28,19.153386289496357,31.03683927142672,9.563697134766826,13.427674851562042,California,0,8,Summer,7.396163866976167,1.1370549036325284,38.58451912431531,100.56238521955493,39.56187705434667,8,Summer,Dry,Dry_Cool,8,California,Cutworms,8
2023-08-29,18.03457384407897,80.7200213342031,0.5100947968070634,17.045468458680304,California,0,8,Summer,5.860467827760505,54.05070816192371,83.2499334699191,57.41112900927581,18.613681847172007,8,Summer,Very Dry,Very Dry_Cool,8,California,Aphids,8
2023-08-30,14.649676357852666,55.76727939682301,15.936449455359877,13.61938469944771,California,0,8,Summer,5.926377439748125,23.81963775643244,13.58709253945909,216.39174189688288,22.26425008393319,8,Summer,Dry,Dry_Cool,8,California,Armyworms,8
2023-08-31,26.177520337009717,51.498698509737466,0.0963446236911204,16.325710180862934,California,0,8,Summer,7.404740304743646,53.700890942949854,51.63592354204265,50.76881764094864,10.415831450026044,8,Summer,Very Dry,Very Dry_Hot,8,California,Aphids,8
2023-09-03,20.61039582529907,74.85101761618103,0.8436009919898704,17.242109781591854,California,0,9,Summer,7.061930169715124,25.08875978456605,55.8248991703929,66.6821060729611,30.40953688167932,9,Summer,Dry,Dry_Cool,9,California,Corn Rootworm,9
2023-09-03,20.61039582529907,74.85101761618103,0.8436009919898704,17.242109781591854,California,0,9,Summer,7.061930169715124,25.08875978456605,55.8248991703929,66.6821060729611,30.40953688167932,9,Summer,Dry,Dry_Cool,9,California,Cutworms,9
2023-09-05,10.70371821482486,70.0089469115677,5.375475306838961,16.64354145774523,California,0,9,Summer,6.810444337243086,39.74366694263941,65.84711149890452,63.53702236125043,25.37849071089701,9,Summer,Dry,Dry_Cool,9,California,Corn Rootworm,9
2023-09-06,34.24806324240549,79.41613993509776,1.066083786214551,1.2075096773749716,California,0,9,Summer,6.831464382783825,13.93159764399712,39.92190373056096,168.44840726398584,34.0819713253346,9,Summer,Dry,Dry_Hot,9,California,Cutworms,9
2023-09-08,28.474217911408893,50.87191411498333,2.5896400461521143,6.029385228296875,California,0,9,Summer,6.22902938012296,37.26743479716912,16.379898449045072,236.75017481652327,20.50759459192794,9,Summer,Dry,Dry_Hot,9,California,Japanese Beetle,9
2023-09-09,12.056263034437356,42.808722214641925,3.8479046778681902,10.289930084387173,California,0,9,Summer,5.666286717649032,65.78582154832684,55.5400513796877,251.641514877956,17.874619329893807,9,Summer,Very Dry,Very Dry_Cool,9,California,Japanese Beetle,9
2023-09-10,27.27997652672635,48.34025350090464,7.637045933736635,19.328180083063927,California,0,9,Summer,5.791193642193455,66.61075627051399,30.884724380095676,84.39318817505166,20.539273993851147,9,Summer,Dry,Dry_Hot,9,California,Corn Rootworm,9
2023-09-10,27.27997652672635,48.34025350090464,7.637045933736635,19.328180083063927,California,0,9,Summer,5.791193642193455,66.61075627051399,30.884724380095676,84.39318817505166,20.539273993851147,9,Summer,Dry,Dry_Hot,9,California,Corn Rootworm,9
2023-09-11,33.97570802009388,46.35918805836876,1.4954460493375343,8.663916562122678,California,0,9,Summer,6.925123877309837,89.9892857477018,83.72060610432655,190.17464070864324,12.137200259337025,9,Summer,Very Dry,Very Dry_Hot,9,California,Cutworms,9
2023-09-19,34.3160976125005,74.97915684033974,8.220150378633571,19.25352562362766,California,0,9,Summer,5.907846505916362,67.08848883031587,43.47434351342131,238.5956304928393,12.145914482341242,9,Summer,Very Dry,Very Dry_Hot,9,California,Armyworms,9
2023-09-20,22.614551839015466,64.62602401677887,5.115149251350328,15.391222787501418,California,0,9,Summer,7.103422728239635,72.90677258152711,51.71107842496795,266.51537723726835,18.548585993444743,9,Summer,Very Dry,Very Dry_Cool,9,California,Armyworms,9
2023-09-24,21.509380350712632,38.57197486317769,2.41583825355832,18.8397941871192,California,0,9,Summer,5.551184836821436,96.2885819824408,9.36650670173642,48.09615048718532,28.07373931658084,9,Summer,Dry,Dry_Cool,9,California,Japanese Beetle,9
2023-09-24,21.509380350712632,38.57197486317769,2.41583825355832,18.8397941871192,California,0,9,Summer,5.551184836821436,96.2885819824408,9.36650670173642,48.09615048718532,28.07373931658084,9,Summer,Dry,Dry_Cool,9,California,Armyworms,9
2023-09-25,22.96541213765376,52.08255814229527,7.323513347532287,8.615158965727936,California,0,9,Summer,6.5071159055259296,71.14951284591908,72.12938842403564,29.194058425164616,16.47893963108306,9,Summer,Very Dry,Very Dry_Cool,9,California,Corn Rootworm,9
2023-09-25,22.96541213765376,52.08255814229527,7.323513347532287,8.615158965727936,California,0,9,Summer,6.5071159055259296,71.14951284591908,72.12938842403564,29.194058425164616,16.47893963108306,9,Summer,Very Dry,Very Dry_Cool,9,California,Armyworms,9
2023-09-26,15.537053035679143,72.46464938161276,0.1764473578310561,14.974276078404536,California,0,9,Summer,5.581955919224126,77.04073331422437,87.9996293838536,22.049193776546502,13.450889638705313,9,Summer,Very Dry,Very Dry_Cool,9,California,Cutworms,9
2023-09-28,26.66032356973772,87.07485488409529,2.898558111728078,4.963221365071076,California,0,9,Summer,7.014083974014241,25.46847955578409,53.3965060688078,57.96606330469041,29.98485269993584,9,Summer,Dry,Dry_Hot,9,California,Japanese Beetle,9
2023-09-30,24.255860090858373,63.55915618056809,2.137382407723857,17.696315767540852,California,0,9,Summer,5.829205000981563,58.37240666578756,4.059383931681149,203.28246116700095,35.47339235577053,9,Summer,Dry,Dry_Cool,9,California,Aphids,9
2023-10-01,18.989842109138028,67.09544865461604,1.4909372511506358,2.4758343592311127,California,0,10,Fall,6.634459666445522,9.411505344808512,75.74130617902233,287.2829894810024,32.08573246019373,10,Fall,Dry,Dry_Cool,10,California,Aphids,10
2023-10-09,26.22790518896124,71.1901128295374,9.569308271039503,17.757319583595393,California,0,10,Fall,5.95263004044878,97.80416828373724,7.047389385384772,228.514731753384,30.07695317372597,10,Fall,Dry,Dry_Hot,10,California,Japanese Beetle,10
2023-10-10,12.776006221181923,71.47984760261582,0.4027773628775239,13.548406912582152,California,0,10,Fall,7.45185764731006,27.81246041572947,13.723951082076091,102.15298190253154,33.1474900661441,10,Fall,Dry,Dry_Cool,10,California,Japanese Beetle,10
2023-10-10,12.776006221181923,71.47984760261582,0.4027773628775239,13.548406912582152,California,0,10,Fall,7.45185764731006,27.81246041572947,13.723951082076091,102.15298190253154,33.1474900661441,10,Fall,Dry,Dry_Cool,10,California,Armyworms,10
2023-10-11,27.33073420104405,32.50774394802652,0.3556382584593072,8.022790348336095,California,0,10,Fall,6.9747827792314245,79.11206559268682,21.87337708536488,279.59361688860395,14.558843566508724,10,Fall,Very Dry,Very Dry_Hot,10,California,Cutworms,10
2023-10-12,24.24128889892655,57.10909315120168,4.030188736192825,9.57119515575432,California,0,10,Fall,6.479763273785811,0.7459683125381478,7.480007640689634,44.234047976391246,36.21419600651207,10,Fall,Dry,Dry_Cool,10,California,Cutworms,10
2023-10-16,21.46745243241184,73.33968786939569,4.363230503578201,16.528920945177678,California,0,10,Fall,6.224230514107134,1.238023174945091,60.28215289091779,258.94735865374804,15.910549573352686,10,Fall,Very Dry,Very Dry_Cool,10,California,Cutworms,10
2023-10-20,12.149436675796418,71.29657500690558,0.6106918770686218,17.635674900476193,California,0,10,Fall,5.709663829775424,78.95092970240051,58.39100367546002,82.07189241221596,27.075743503250685,10,Fall,Dry,Dry_Cool,10,California,Cutworms,10
2023-10-21,14.40665786223522,87.07291617743672,12.327511023014534,15.808168904006228,California,0,10,Fall,6.020550528700667,29.53350184780803,44.47594212636752,259.5051039360327,38.16082558391106,10,Fall,Dry,Dry_Cool,10,California,Aphids,10
2023-10-21,14.40665786223522,87.07291617743672,12.327511023014534,15.808168904006228,California,0,10,Fall,6.020550528700667,29.53350184780803,44.47594212636752,259.5051039360327,38.16082558391106,10,Fall,Dry,Dry_Cool,10,California,Aphids,10
2023-10-22,32.81938953638999,72.68989569887077,6.447559073758564,16.592959903308074,California,0,10,Fall,6.656516933713365,75.16318369030456,90.43390566170432,168.99956361429832,27.168135376294607,10,Fall,Dry,Dry_Hot,10,California,Corn Rootworm,10
2023-10-22,32.81938953638999,72.68989569887077,6.447559073758564,16.592959903308074,California,0,10,Fall,6.656516933713365,75.16318369030456,90.43390566170432,168.99956361429832,27.168135376294607,10,Fall,Dry,Dry_Hot,10,California,Aphids,10
2023-10-27,19.568985124306803,48.7043497582687,4.071548550656451,16.411851578613785,California,0,10,Fall,5.772089630741831,50.74305845855579,66.51461768523981,81.49281256788967,24.669648889015605,10,Fall,Dry,Dry_Cool,10,California,Corn Rootworm,10
2023-10-31,27.80306386862532,38.99651210469766,1.5439348225633989,8.586851492967186,California,0,10,Fall,6.800329242200309,11.847078804741283,76.3418903249748,67.89582272338856,13.05111268489373,10,Fall,Very Dry,Very Dry_Hot,10,California,Corn Rootworm,10
2023-11-05,23.8719622152556,43.467716292772096,2.4396394139993447,0.4050467315849415,California,0,11,Fall,5.79031832250991,50.79273684876034,37.88350215776184,174.92269037440497,19.249821626211062,11,Fall,Very Dry,Very Dry_Cool,11,California,Corn Rootworm,11
2023-11-07,32.21987919707628,62.12687868128803,2.9167873287952646,9.11273841812111,California,0,11,Fall,6.036446696510938,87.0890067354151,38.36050815540757,30.03605045327955,29.54023101068723,11,Fall,Dry,Dry_Hot,11,California,Corn Rootworm,11
2023-11-09,33.120152376736165,69.22783656273745,15.711562847031056,1.7751866720118925,California,0,11,Fall,7.170126089052554,54.30150804741098,97.3089723623478,161.42457033841106,24.614744125993354,11,Fall,Dry,Dry_Hot,11,California,Corn Rootworm,11
2023-11-15,16.79034490812824,82.23289763969223,4.687390586482237,9.793488794108862,California,0,11,Fall,6.429589371015186,1.9837943798584723,68.42942244704345,267.2391334450813,23.5335558211834,11,Fall,Dry,Dry_Cool,11,California,Aphids,11
2023-11-15,16.79034490812824,82.23289763969223,4.687390586482237,9.793488794108862,California,0,11,Fall,6.429589371015186,1.9837943798584723,68.42942244704345,267.2391334450813,23.5335558211834,11,Fall,Dry,Dry_Cool,11,California,Corn Rootworm,11
2023-11-16,19.94952617679157,58.07385397949682,0.070321238865443,4.714011006050011,California,0,11,Fall,6.222947092971049,55.15206137931232,55.93774254399448,148.4271896393902,30.398254478189138,11,Fall,Dry,Dry_Cool,11,California,Armyworms,11
2023-11-17,32.12195349193742,50.88316455352749,2.5401573632227725,16.908697293549366,California,0,11,Fall,6.781115676627198,60.75601322985328,18.830166077296884,250.82942930746955,37.610700150885606,11,Fall,Dry,Dry_Hot,11,California,Corn Rootworm,11
2023-11-19,20.356323396758683,65.69033372038706,9.749487909750504,3.3469130583814133,California,0,11,Fall,7.404683385013811,62.95443074749675,86.6359905959979,45.69748082250479,27.362205607591868,11,Fall,Dry,Dry_Cool,11,California,Aphids,11
2023-11-22,14.640510654806162,65.91876736371704,5.5094306108015845,11.51998728547794,California,0,11,Fall,7.169871420509853,22.59492793297858,41.7190890564503,247.4273570782566,38.666938625595634,11,Fall,Dry,Dry_Cool,11,California,Japanese Beetle,11
2023-11-22,14.640510654806162,65.91876736371704,5.5094306108015845,11.51998728547794,California,0,11,Fall,7.169871420509853,22.59492793297858,41.7190890564503,247.4273570782566,38.666938625595634,11,Fall,Dry,Dry_Cool,11,California,Cutworms,11
2023-11-22,14.640510654806162,65.91876736371704,5.5094306108015845,11.51998728547794,California,0,11,Fall,7.169871420509853,22.59492793297858,41.7190890564503,247.4273570782566,38.666938625595634,11,Fall,Dry,Dry_Cool,11,California,Armyworms,11
2023-11-23,22.8366220090782,33.73507597211229,8.11584789334398,11.6514417957497,California,0,11,Fall,6.493293662080761,62.82419792488805,72.84562513741332,97.17379771873948,29.24490907953797,11,Fall,Dry,Dry_Cool,11,California,Corn Rootworm,11
2023-11-23,22.8366220090782,33.73507597211229,8.11584789334398,11.6514417957497,California,0,11,Fall,6.493293662080761,62.82419792488805,72.84562513741332,97.17379771873948,29.24490907953797,11,Fall,Dry,Dry_Cool,11,California,Aphids,11
2023-11-25,34.21562864241322,68.2328037117228,9.228679343362046,9.533173546567369,California,0,11,Fall,7.124903474351129,16.11231537697313,45.02276860612692,166.44845535995702,24.80703141666628,11,Fall,Dry,Dry_Hot,11,California,Cutworms,11
2023-11-28,18.25390075159315,80.97841831943532,9.72794727226368,10.158542552020515,California,0,11,Fall,7.212079092159795,33.141560103609265,94.5705164218465,286.34405554440684,10.740587184655686,11,Fall,Very Dry,Very Dry_Cool,11,California,Japanese Beetle,11
2023-11-30,28.79310374018886,67.58820319260116,0.8537704113671563,16.958224431528343,California,0,11,Fall,7.247769668921054,22.87663227901812,53.08506002120134,265.64577275794227,21.168103452549,11,Fall,Dry,Dry_Hot,11,California,Armyworms,11
2023-12-02,26.92005077854416,85.0262387192085,5.2617572988710295,11.022090409300509,California,0,12,Fall,5.949557185088771,56.34381033950349,73.07873568353408,142.45653119931094,14.994347712006189,12,Fall,Very Dry,Very Dry_Hot,12,California,Armyworms,12
2023-12-02,26.92005077854416,85.0262387192085,5.2617572988710295,11.022090409300509,California,0,12,Fall,5.949557185088771,56.34381033950349,73.07873568353408,142.45653119931094,14.994347712006189,12,Fall,Very Dry,Very Dry_Hot,12,California,Cutworms,12
2023-12-10,30.89874915240804,87.58201686414856,9.964207696996736,15.406582619919508,California,0,12,Fall,6.658451089943673,24.844474567282827,15.425399314839805,168.0894549514647,17.668434869132525,12,Fall,Very Dry,Very Dry_Hot,12,California,Aphids,12
2023-12-11,33.354032400858074,59.37321543802791,0.6862654874924081,12.865494161763262,California,0,12,Fall,6.162444555425046,73.00532626624123,71.5283345404392,78.76680417519533,25.06356662397236,12,Fall,Dry,Dry_Hot,12,California,Cutworms,12
2023-12-12,23.44103701945071,39.47568611193064,6.409355978860624,8.165019577683253,California,0,12,Fall,7.140048181134891,57.6069630986728,68.71445614036885,82.51655920762525,14.798170100010855,12,Fall,Very Dry,Very Dry_Cool,12,California,Cutworms,12
